时间,位移,载荷,拉伸应力,拉伸应变 (位移)
(s),(mm),(N),(MPa),(mm/mm)
71.6,1.19107,12571.86133,158.797,0.0119
71.7,1.19295,12596.72656,159.11108,0.01192
71.8,1.19443,12605.08496,159.21666,0.01193
71.9,1.19603,12620.08984,159.40619,0.01195
72,1.19757,12634.38574,159.58676,0.01196
72.1,1.19946,12661.95215,159.93495,0.01198
72.2,1.20117,12680.01758,160.16313,0.012
72.3,1.20275,12693.09668,160.32834,0.01202
72.4,1.20434,12707.96387,160.51613,0.01203
72.5,1.20582,12719.14355,160.65735,0.01205
72.6,1.20772,12747.71875,161.01828,0.01207
72.7,1.20946,12766.74414,161.25859,0.01208
72.8,1.21105,12780.67871,161.4346,0.0121
72.9,1.21269,12797.65039,161.64897,0.01211
73,1.2142,12810.03809,161.80545,0.01213
73.1,1.21601,12835.07031,162.12163,0.01215
73.2,1.21775,12854.90234,162.37213,0.01217
73.3,1.21939,12870.83887,162.57343,0.01218
73.4,1.2211,12889.61816,162.81064,0.0122
73.5,1.22258,12900.08398,162.94283,0.01221
73.6,1.22429,12921.08594,163.20811,0.01223
73.7,1.22604,12942.39941,163.47733,0.01225
73.8,1.22768,12958.93945,163.68623,0.01226
73.9,1.22949,12981.52539,163.97153,0.01228
74,1.23105,12993.09863,164.11771,0.0123
74.1,1.23268,13009.40625,164.3237,0.01231
74.2,1.23436,13027.66211,164.55429,0.01233
74.3,1.23597,13044.41699,164.76591,0.01235
74.4,1.23777,13068.30762,165.06769,0.01237
74.5,1.2394,13083.75879,165.26285,0.01238
74.6,1.24091,13096.52051,165.42404,0.0124
74.7,1.24263,13117.38379,165.68758,0.01241
74.8,1.24433,13136.89453,165.93402,0.01243
74.9,1.24617,13161.37305,166.24321,0.01245
75,1.24782,13177.01758,166.44081,0.01247
75.1,1.24921,13183.90527,166.52782,0.01248
75.2,1.25087,13203.86523,166.77994,0.0125
75.3,1.25258,13224.49414,167.0405,0.01251
75.4,1.25448,13251.3877,167.3802,0.01253
75.5,1.25615,13267.25977,167.58067,0.01255
75.6,1.2575,13272.08984,167.64169,0.01256
75.7,1.25917,13292.04297,167.89372,0.01258
75.8,1.26088,13313.66016,168.16676,0.0126
75.9,1.26278,13341.70801,168.52104,0.01262
76,1.26453,13361.01465,168.76491,0.01263
76.1,1.26585,13364.21484,168.80533,0.01265
76.2,1.2675,13383.59863,169.05017,0.01266
76.3,1.26934,13409.68652,169.37968,0.01268
76.4,1.27121,13434.78223,169.69669,0.0127
76.5,1.2729,13451.04004,169.90204,0.01272
76.6,1.27417,13452.79102,169.92415,0.01273
76.7,1.2758,13472.31152,170.17072,0.01275
76.8,1.27772,13501.88672,170.54428,0.01276
76.9,1.27963,13527.6748,170.87003,0.01278
77,1.28132,13543.0498,171.06422,0.0128
77.1,1.28252,13541.7168,171.04738,0.01281
77.2,1.28413,13561.2041,171.29353,0.01283
77.3,1.28599,13589.2334,171.64757,0.01285
77.4,1.288,13620.1709,172.03835,0.01287
77.5,1.28969,13635.72949,172.23488,0.01288
77.6,1.2909,13634.49707,172.2193,0.0129
77.7,1.29251,13653.74512,172.46243,0.01291
77.8,1.29441,13682.84082,172.82994,0.01293
77.9,1.29631,13708.95996,173.15985,0.01295
78,1.29789,13721.13086,173.31358,0.01297
78.1,1.2992,13725.03223,173.36287,0.01298
78.2,1.30074,13741.37891,173.56935,0.01299
78.3,1.30269,13772.99707,173.96872,0.01301
78.4,1.3046,13799.0625,174.29796,0.01303
78.5,1.30619,13811.20215,174.45129,0.01305
78.6,1.30752,13816.0127,174.51205,0.01306
78.7,1.30904,13831.1582,174.70337,0.01308
78.8,1.31095,13861.64258,175.08841,0.0131
78.9,1.31288,13889.91797,175.44557,0.01312
79,1.31451,13903.76074,175.62042,0.01313
79.1,1.31595,13911.98633,175.72432,0.01315
79.2,1.31743,13924.29492,175.87979,0.01316
79.3,1.31933,13954.23242,176.25793,0.01318
79.4,1.32122,13980.50684,176.58981,0.0132
79.5,1.32283,13994.04395,176.76079,0.01322
79.6,1.32432,14004.78223,176.89644,0.01323
79.7,1.32581,14017.59277,177.05824,0.01324
79.8,1.32775,14047.90234,177.44109,0.01326
79.9,1.32955,14069.75879,177.71716,0.01328
80,1.33103,14079.91602,177.84546,0.0133
80.1,1.33261,14095.33887,178.04027,0.01331
80.2,1.33416,14110.88086,178.23657,0.01333
80.3,1.33605,14139.96387,178.60393,0.01335
80.4,1.33788,14163.36719,178.89954,0.01337
80.5,1.33944,14175.55078,179.05344,0.01338
80.6,1.34105,14191.48633,179.25471,0.0134
80.7,1.34253,14203.43359,179.40562,0.01341
80.8,1.3443,14227.81152,179.71355,0.01343
80.9,1.34612,14252.25586,180.02231,0.01345
81,1.34764,14264.03809,180.17113,0.01346
81.1,1.34932,14283.19531,180.4131,0.01348
81.2,1.35093,14299.30762,180.61662,0.0135
81.3,1.35262,14319.69238,180.87411,0.01351
81.4,1.3543,14338.70508,181.11426,0.01353
81.5,1.35591,14355.3291,181.32423,0.01355
81.6,1.35765,14377.72168,181.60709,0.01356
81.7,1.35934,14396.75195,181.84746,0.01358
81.8,1.36098,14413.89746,182.06403,0.0136
81.9,1.36274,14435.72656,182.33975,0.01361
82,1.36428,14448.83301,182.50529,0.01363
82.1,1.36602,14471.00781,182.7854,0.01365
82.2,1.36767,14488.61816,183.00783,0.01366
82.3,1.36936,14508.22949,183.25555,0.01368
82.4,1.37105,14527.27734,183.49614,0.0137
82.5,1.37265,14543.51367,183.70123,0.01371
82.6,1.3745,14569.34375,184.0275,0.01373
82.7,1.3762,14587.42871,184.25592,0.01375
82.8,1.37763,14596.47461,184.37018,0.01376
82.9,1.37929,14615.97266,184.61647,0.01378
83,1.38092,14634.73438,184.85345,0.0138
83.1,1.3828,14662.27148,185.20128,0.01381
83.2,1.38459,14683.94141,185.47499,0.01383
83.3,1.38608,14694.25879,185.60532,0.01385
83.4,1.38766,14709.57227,185.79874,0.01386
83.5,1.38936,14730.71875,186.06584,0.01388
83.6,1.39122,14756.29102,186.38885,0.0139
83.7,1.39291,14774.65039,186.62074,0.01392
83.8,1.39429,14781.17285,186.70314,0.01393
83.9,1.39593,14800.53809,186.94774,0.01395
84,1.3976,14820.97168,187.20584,0.01396
84.1,1.39943,14846.77539,187.53177,0.01398
84.2,1.40117,14867.89844,187.79858,0.014
84.3,1.40251,14873.38574,187.86789,0.01401
84.4,1.40413,14892.72754,188.1122,0.01403
84.5,1.40585,14915.15039,188.39543,0.01404
84.6,1.40783,14946.65137,188.79332,0.01406
84.7,1.40967,14969.56934,189.08279,0.01408
84.8,1.41094,14970.43066,189.09367,0.0141
84.9,1.41249,14986.02637,189.29066,0.01411
85,1.41422,15009.38574,189.58572,0.01413
85.1,1.41619,15040.39941,189.97746,0.01415
85.2,1.41798,15061.84766,190.24838,0.01417
85.3,1.41931,15065.72168,190.29732,0.01418
85.4,1.42085,15081.0791,190.49129,0.01419
85.5,1.42262,15105.62793,190.80138,0.01421
85.6,1.42448,15132.42578,191.13986,0.01423
85.7,1.42619,15151.83887,191.38507,0.01425
85.8,1.42758,15159.45605,191.48128,0.01426
85.9,1.42908,15174.01074,191.66513,0.01428
86,1.43093,15202.46289,192.02451,0.0143
86.1,1.43294,15234.74316,192.43225,0.01432
86.2,1.43468,15253.12988,192.66449,0.01433
86.3,1.43591,15252.56055,192.6573,0.01434
86.4,1.43746,15269.58203,192.8723,0.01436
86.5,1.43929,15297.11035,193.22002,0.01438
86.6,1.44125,15328.22852,193.61307,0.0144
86.7,1.44297,15346.38281,193.84238,0.01442
86.8,1.44425,15348.70117,193.87167,0.01443
86.9,1.44571,15362.38184,194.04446,0.01444
87,1.44757,15391.71191,194.41495,0.01446
87.1,1.44937,15416.81152,194.73198,0.01448
87.2,1.45108,15437.55957,194.99405,0.0145
87.3,1.45258,15449.29297,195.14226,0.01451
87.4,1.45403,15461.24219,195.29318,0.01453
87.5,1.45592,15491.01953,195.66931,0.01454
87.6,1.45795,15523.49805,196.07954,0.01456
87.7,1.45952,15535.83105,196.23534,0.01458
87.8,1.46091,15542.97168,196.32553,0.01459
87.9,1.46242,15557.63672,196.51076,0.01461
88,1.46427,15586.47168,196.87498,0.01463
88.1,1.46627,15618.28418,197.27681,0.01465
88.2,1.46787,15632.13867,197.45181,0.01466
88.3,1.46937,15642.97559,197.58868,0.01468
88.4,1.47084,15655.86328,197.75148,0.01469
88.5,1.47262,15681.49609,198.07524,0.01471
88.6,1.47454,15710.62402,198.44316,0.01473
88.7,1.47619,15727.35742,198.65453,0.01475
88.8,1.4777,15739.50391,198.80795,0.01476
88.9,1.47919,15752.79102,198.97578,0.01478
89,1.48109,15782.4707,199.35068,0.0148
89.1,1.48298,15809.40625,199.6909,0.01481
89.2,1.48451,15821.20996,199.84,0.01483
89.3,1.48608,15836.07227,200.02773,0.01485
89.4,1.48759,15849.56934,200.19821,0.01486
89.5,1.48939,15875.60645,200.52708,0.01488
89.6,1.49119,15899.55957,200.82964,0.0149
89.7,1.49281,15915.91699,201.03625,0.01491
89.8,1.49441,15932.11719,201.24088,0.01493
89.9,1.49587,15943.92969,201.39009,0.01494
90,1.4975,15964.30566,201.64746,0.01496
90.1,1.49932,15991.65234,201.99287,0.01498
90.2,1.50099,16011.2207,202.24005,0.01499
90.3,1.5027,16031.90137,202.50127,0.01501
90.4,1.50432,16048.77441,202.71439,0.01503
90.5,1.50599,16067.90527,202.95604,0.01504
90.6,1.50775,16090.88379,203.24628,0.01506
90.7,1.50927,16103.71289,203.40833,0.01508
90.8,1.51104,16127.94531,203.71442,0.0151
90.9,1.51271,16146.22656,203.94533,0.01511
91,1.51429,16162.66699,204.15298,0.01513
91.1,1.51607,16186.52539,204.45435,0.01515
91.2,1.51768,16203.16797,204.66457,0.01516
91.3,1.51949,16227.83496,204.97614,0.01518
91.4,1.52112,16244.14453,205.18214,0.0152
91.5,1.52257,16254.97656,205.31897,0.01521
91.6,1.52425,16276.35645,205.58902,0.01523
91.7,1.52596,16298.03906,205.86288,0.01524
91.8,1.52781,16324.65723,206.19911,0.01526
91.9,1.52955,16344.96191,206.45558,0.01528
92,1.53096,16353.00391,206.55716,0.01529
92.1,1.5326,16372.31738,206.80112,0.01531
92.2,1.53429,16393.27344,207.06581,0.01533
92.3,1.53614,16420.08789,207.40451,0.01535
92.4,1.53787,16440.37305,207.66074,0.01536
92.5,1.53926,16447.39648,207.74945,0.01538
92.6,1.54086,16465.49805,207.97809,0.01539
92.7,1.54256,16487.42188,208.25502,0.01541
92.8,1.54437,16512.88086,208.57658,0.01543
92.9,1.54615,16535.69531,208.86476,0.01545
93,1.5475,16541.17188,208.93393,0.01546
93.1,1.54908,16559.29297,209.16283,0.01548
93.2,1.55095,16587.89844,209.52414,0.01549
93.3,1.55288,16616.67188,209.88759,0.01551
93.4,1.5546,16635.13086,210.12074,0.01553
93.5,1.55585,16636.39258,210.13669,0.01554
93.6,1.55743,16653.9082,210.35793,0.01556
93.7,1.55925,16681.45312,210.70586,0.01558
93.8,1.56121,16711.87695,211.09013,0.0156
93.9,1.563,16733.22852,211.35983,0.01561
94,1.56423,16732.95117,211.35632,0.01563
94.1,1.56584,16751.11328,211.58574,0.01564
94.2,1.56767,16777.81836,211.92305,0.01566
94.3,1.56956,16805.23242,212.26932,0.01568
94.4,1.5713,16825.10547,212.52034,0.0157
94.5,1.57258,16827.8125,212.55453,0.01571
94.6,1.57413,16843.79297,212.75639,0.01573
94.7,1.57605,16874.44531,213.14355,0.01574
94.8,1.57807,16906.46289,213.54797,0.01576
94.9,1.57973,16921.57812,213.73891,0.01578
95,1.58092,16920.40039,213.72403,0.01579
95.1,1.58247,16937.68945,213.94241,0.01581
95.2,1.58435,16967.88281,214.32379,0.01583
95.3,1.58627,16996.85547,214.68974,0.01585
95.4,1.58799,17015.73633,214.92822,0.01586
95.5,1.58926,17017.84961,214.95493,0.01588
95.6,1.59073,17031.26953,215.12444,0.01589
95.7,1.59254,17059.41797,215.47998,0.01591
95.8,1.59448,17090.5957,215.87379,0.01593
95.9,1.59618,17109.57617,216.11354,0.01595
96,1.59757,17116.875,216.20572,0.01596
96.1,1.59905,17130.91992,216.38313,0.01597
96.2,1.60093,17160.32422,216.75455,0.01599
96.3,1.60295,17193.26367,217.17061,0.01601
96.4,1.6045,17204.80664,217.31641,0.01603
96.5,1.60595,17215.08594,217.44624,0.01604
96.6,1.60738,17226.57422,217.59135,0.01606
96.7,1.60927,17257.05469,217.97635,0.01608
96.8,1.61126,17288.69727,218.37604,0.0161
96.9,1.6129,17304.19141,218.57175,0.01611
97,1.61431,17311.58008,218.66507,0.01613
97.1,1.61575,17323.14062,218.8111,0.01614
97.2,1.61765,17354.59961,219.20847,0.01616
97.3,1.61955,17383.00781,219.56729,0.01618
97.4,1.62114,17397.51758,219.75056,0.0162
97.5,1.62265,17410.07031,219.90912,0.01621
97.6,1.62413,17423.29297,220.07614,0.01623
97.7,1.62606,17454.95117,220.47601,0.01624
97.8,1.62794,17481.45898,220.81084,0.01626
97.9,1.6295,17494.48828,220.97542,0.01628
98,1.63104,17508.25586,221.14931,0.01629
98.1,1.63247,17519.51953,221.29158,0.01631
98.2,1.6343,17547.61133,221.64642,0.01633
98.3,1.63619,17575.77539,222.00217,0.01635
98.4,1.63772,17587.88086,222.15508,0.01636
98.5,1.63936,17605.83594,222.38187,0.01638
98.6,1.64079,17616.54297,222.51711,0.01639
98.7,1.64252,17640.8418,222.82402,0.01641
98.8,1.64439,17669.20898,223.18234,0.01643
98.9,1.64602,17686.34375,223.39877,0.01644
99,1.64772,17706.5957,223.65457,0.01646
99.1,1.64924,17719.75,223.82072,0.01648
99.2,1.65094,17741.57031,224.09634,0.01649
99.3,1.65271,17765.01953,224.39253,0.01651
99.4,1.65425,17778.96094,224.56863,0.01653
99.5,1.65609,17805.61719,224.90533,0.01654
99.6,1.65766,17819.81641,225.08469,0.01656
99.7,1.65934,17839.84375,225.33765,0.01658
99.8,1.66106,17860.51562,225.59875,0.01659
99.9,1.66272,17878.53125,225.82631,0.01661
100,1.66452,17901.58008,226.11745,0.01663
100.1,1.66611,17916.50586,226.30598,0.01664
100.2,1.66762,17930.19531,226.4789,0.01666
100.3,1.66932,17951.95703,226.75377,0.01668
100.4,1.671,17972.26953,227.01035,0.01669
100.5,1.67282,17998.60547,227.34299,0.01671
100.6,1.67459,18020.54883,227.62016,0.01673
100.7,1.67603,18029.77344,227.73668,0.01674
100.8,1.67765,18048.22656,227.96976,0.01676
100.9,1.6793,18067.78125,228.21677,0.01678
101,1.6812,18097.13867,228.58759,0.0168
101.1,1.68293,18117.59766,228.84599,0.01681
101.2,1.68428,18123.25,228.91739,0.01683
101.3,1.68592,18143.15234,229.16878,0.01684
101.4,1.68754,18162.0293,229.40723,0.01686
101.5,1.68945,18191.69336,229.78191,0.01688
101.6,1.6912,18214.07617,230.06464,0.0169
101.7,1.69259,18222.05664,230.16544,0.01691
101.8,1.69416,18238.70117,230.37567,0.01692
101.9,1.69585,18260.86328,230.65561,0.01694
102,1.69781,18292.96094,231.06104,0.01696
102.1,1.6997,18318.9375,231.38914,0.01698
102.2,1.70094,18318.85352,231.38809,0.01699
102.3,1.70246,18333.72656,231.57596,0.01701
102.4,1.70415,18356.17188,231.85947,0.01702
102.5,1.70609,18387.10547,232.2502,0.01704
102.6,1.70806,18416.94141,232.62706,0.01706
102.7,1.70932,18417.16992,232.62994,0.01708
102.8,1.71088,18432.69922,232.8261,0.01709
102.9,1.71257,18454.09766,233.09637,0.01711
103,1.71443,18481.90039,233.44756,0.01713
103.1,1.71633,18509.89844,233.80121,0.01715
103.2,1.71767,18514.64648,233.86118,0.01716
103.3,1.71913,18527.17383,234.01941,0.01717
103.4,1.72086,18551.44727,234.32602,0.01719
103.5,1.72285,18584.58008,234.74452,0.01721
103.6,1.72478,18611.68164,235.08685,0.01723
103.7,1.72601,18610.93555,235.07742,0.01724
103.8,1.72743,18621.37695,235.2093,0.01726
103.9,1.72924,18648.71875,235.55467,0.01728
104,1.73119,18680.29688,235.95354,0.01729
104.1,1.73303,18704.14648,236.25478,0.01731
104.2,1.73427,18704.23438,236.25589,0.01733
104.3,1.73566,18714.64258,236.38736,0.01734
104.4,1.73746,18741.9043,236.7317,0.01736
104.5,1.73941,18774.23242,237.14005,0.01738
104.6,1.74125,18798.67969,237.44884,0.0174
104.7,1.74266,18806.64453,237.54945,0.01741
104.8,1.74406,18815.86328,237.66589,0.01742
104.9,1.74582,18841.19336,237.98584,0.01744
105,1.74784,18874.63867,238.40829,0.01746
105.1,1.74964,18896.5625,238.68521,0.01748
105.2,1.75099,18901.25781,238.74452,0.01749
105.3,1.75239,18911.05078,238.86823,0.01751
105.4,1.75422,18938.49609,239.21489,0.01752
105.5,1.75619,18969.80469,239.61035,0.01754
105.6,1.75792,18989.07812,239.85379,0.01756
105.7,1.75939,18999.63672,239.98717,0.01758
105.8,1.76082,19009.94727,240.1174,0.01759
105.9,1.76259,19035.57812,240.44115,0.01761
106,1.76458,19068.41797,240.85594,0.01763
106.1,1.76622,19084.81055,241.063,0.01764
106.2,1.76774,19097.5625,241.22408,0.01766
106.3,1.76925,19111.01172,241.39395,0.01767
106.4,1.77098,19134.55273,241.6913,0.01769
106.5,1.77296,19166.23047,242.09143,0.01771
106.6,1.77453,19179.87891,242.26382,0.01773
106.7,1.7761,19194.44727,242.44785,0.01774
106.8,1.77762,19208.52148,242.62561,0.01776
106.9,1.77932,19230.45312,242.90263,0.01778
107,1.7812,19258.41602,243.25584,0.01779
107.1,1.78278,19273.41602,243.44531,0.01781
107.2,1.78431,19287.83008,243.62738,0.01783
107.3,1.78588,19305.23438,243.84721,0.01784
107.4,1.7875,19324.70117,244.09309,0.01786
107.5,1.78941,19355.92969,244.48755,0.01788
107.6,1.79102,19372.53516,244.6973,0.01789
107.7,1.79266,19390.54102,244.92473,0.01791
107.8,1.79433,19410.13867,245.17227,0.01793
107.9,1.79594,19427.28711,245.38887,0.01794
108,1.79774,19452.08789,245.70213,0.01796
108.1,1.79936,19469.0625,245.91655,0.01798
108.2,1.80098,19485.90039,246.12923,0.01799
108.3,1.80272,19508.42383,246.41373,0.01801
108.4,1.80427,19522.99609,246.59779,0.01802
108.5,1.80608,19548.0957,246.91483,0.01804
